vote_id,date,year,session,wahlperiode,bill_german_title,bill_english_title,topic_category,drucksache,mp_name,mp_party,vote,vote_column,bsb_volume_id,bsb_url,source
42,1925-02-12,1925,15. Sitzung,3.WP,Zolltarifgesetz 1925 – Agrarzölle – Gesamtabstimmung,Customs Tariff Law 1925 – Agricultural tariffs – final vote,Agricultural Tariffs,,Behrens,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
42,1925-02-12,1925,15. Sitzung,3.WP,Zolltarifgesetz 1925 – Agrarzölle – Gesamtabstimmung,Customs Tariff Law 1925 – Agricultural tariffs – final vote,Agricultural Tariffs,,Kardorff,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
42,1925-02-12,1925,15. Sitzung,3.WP,Zolltarifgesetz 1925 – Agrarzölle – Gesamtabstimmung,Customs Tariff Law 1925 – Agricultural tariffs – final vote,Agricultural Tariffs,,"V, Schneller",,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
42,1925-02-12,1925,15. Sitzung,3.WP,Zolltarifgesetz 1925 – Agrarzölle – Gesamtabstimmung,Customs Tariff Law 1925 – Agricultural tariffs – final vote,Agricultural Tariffs,,Haas,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
42,1925-02-12,1925,15. Sitzung,3.WP,Zolltarifgesetz 1925 – Agrarzölle – Gesamtabstimmung,Customs Tariff Law 1925 – Agricultural tariffs – final vote,Agricultural Tariffs,,Hampe,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
42,1925-02-12,1925,15. Sitzung,3.WP,Zolltarifgesetz 1925 – Agrarzölle – Gesamtabstimmung,Customs Tariff Law 1925 – Agricultural tariffs – final vote,Agricultural Tariffs,,Reventlow,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
42,1925-02-12,1925,15. Sitzung,3.WP,Zolltarifgesetz 1925 – Agrarzölle – Gesamtabstimmung,Customs Tariff Law 1925 – Agricultural tariffs – final vote,Agricultural Tariffs,,Breitscheid,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
42,1925-02-12,1925,15. Sitzung,3.WP,Zolltarifgesetz 1925 – Agrarzölle – Gesamtabstimmung,Customs Tariff Law 1925 – Agricultural tariffs – final vote,Agricultural Tariffs,,Fischbeck,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
42,1925-02-12,1925,15. Sitzung,3.WP,Zolltarifgesetz 1925 – Agrarzölle – Gesamtabstimmung,Customs Tariff Law 1925 – Agricultural tariffs – final vote,Agricultural Tariffs,,Brühn,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
42,1925-02-12,1925,15. Sitzung,3.WP,Zolltarifgesetz 1925 – Agrarzölle – Gesamtabstimmung,Customs Tariff Law 1925 – Agricultural tariffs – final vote,Agricultural Tariffs,,Körner,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
42,1925-02-12,1925,15. Sitzung,3.WP,Zolltarifgesetz 1925 – Agrarzölle – Gesamtabstimmung,Customs Tariff Law 1925 – Agricultural tariffs – final vote,Agricultural Tariffs,,Steinkopf,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
42,1925-02-12,1925,15. Sitzung,3.WP,Zolltarifgesetz 1925 – Agrarzölle – Gesamtabstimmung,Customs Tariff Law 1925 – Agricultural tariffs – final vote,Agricultural Tariffs,,Feder,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
42,1925-02-12,1925,15. Sitzung,3.WP,Zolltarifgesetz 1925 – Agrarzölle – Gesamtabstimmung,Customs Tariff Law 1925 – Agricultural tariffs – final vote,Agricultural Tariffs,,Fehrenbach,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
43,1925-02-26,1925,19. Sitzung,3.WP,Aufwertungsgesetz – Landwirtschaftliche Grundschulden,Revaluation Law – Agricultural land charges,Agricultural Mortgages,,Behrens,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
43,1925-02-26,1925,19. Sitzung,3.WP,Aufwertungsgesetz – Landwirtschaftliche Grundschulden,Revaluation Law – Agricultural land charges,Agricultural Mortgages,,Kardorff,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
43,1925-02-26,1925,19. Sitzung,3.WP,Aufwertungsgesetz – Landwirtschaftliche Grundschulden,Revaluation Law – Agricultural land charges,Agricultural Mortgages,,"V, Schneller",,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
43,1925-02-26,1925,19. Sitzung,3.WP,Aufwertungsgesetz – Landwirtschaftliche Grundschulden,Revaluation Law – Agricultural land charges,Agricultural Mortgages,,Haas,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
43,1925-02-26,1925,19. Sitzung,3.WP,Aufwertungsgesetz – Landwirtschaftliche Grundschulden,Revaluation Law – Agricultural land charges,Agricultural Mortgages,,Hampe,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
43,1925-02-26,1925,19. Sitzung,3.WP,Aufwertungsgesetz – Landwirtschaftliche Grundschulden,Revaluation Law – Agricultural land charges,Agricultural Mortgages,,Reventlow,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
43,1925-02-26,1925,19. Sitzung,3.WP,Aufwertungsgesetz – Landwirtschaftliche Grundschulden,Revaluation Law – Agricultural land charges,Agricultural Mortgages,,Breitscheid,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
43,1925-02-26,1925,19. Sitzung,3.WP,Aufwertungsgesetz – Landwirtschaftliche Grundschulden,Revaluation Law – Agricultural land charges,Agricultural Mortgages,,Fischbeck,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
43,1925-02-26,1925,19. Sitzung,3.WP,Aufwertungsgesetz – Landwirtschaftliche Grundschulden,Revaluation Law – Agricultural land charges,Agricultural Mortgages,,Brühn,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
43,1925-02-26,1925,19. Sitzung,3.WP,Aufwertungsgesetz – Landwirtschaftliche Grundschulden,Revaluation Law – Agricultural land charges,Agricultural Mortgages,,Körner,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
43,1925-02-26,1925,19. Sitzung,3.WP,Aufwertungsgesetz – Landwirtschaftliche Grundschulden,Revaluation Law – Agricultural land charges,Agricultural Mortgages,,Steinkopf,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
43,1925-02-26,1925,19. Sitzung,3.WP,Aufwertungsgesetz – Landwirtschaftliche Grundschulden,Revaluation Law – Agricultural land charges,Agricultural Mortgages,,Feder,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
43,1925-02-26,1925,19. Sitzung,3.WP,Aufwertungsgesetz – Landwirtschaftliche Grundschulden,Revaluation Law – Agricultural land charges,Agricultural Mortgages,,Fehrenbach,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
44,1925-03-12,1925,24. Sitzung,3.WP,Getreidezollgesetz – Erhöhung auf 5 RM Weizen / 5 RM Roggen,Grain Tariff Law – Increase to 5 RM wheat / 5 RM rye,Grain Tariff,,Behrens,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
44,1925-03-12,1925,24. Sitzung,3.WP,Getreidezollgesetz – Erhöhung auf 5 RM Weizen / 5 RM Roggen,Grain Tariff Law – Increase to 5 RM wheat / 5 RM rye,Grain Tariff,,Kardorff,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
44,1925-03-12,1925,24. Sitzung,3.WP,Getreidezollgesetz – Erhöhung auf 5 RM Weizen / 5 RM Roggen,Grain Tariff Law – Increase to 5 RM wheat / 5 RM rye,Grain Tariff,,"V, Schneller",,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
44,1925-03-12,1925,24. Sitzung,3.WP,Getreidezollgesetz – Erhöhung auf 5 RM Weizen / 5 RM Roggen,Grain Tariff Law – Increase to 5 RM wheat / 5 RM rye,Grain Tariff,,Haas,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
44,1925-03-12,1925,24. Sitzung,3.WP,Getreidezollgesetz – Erhöhung auf 5 RM Weizen / 5 RM Roggen,Grain Tariff Law – Increase to 5 RM wheat / 5 RM rye,Grain Tariff,,Hampe,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
44,1925-03-12,1925,24. Sitzung,3.WP,Getreidezollgesetz – Erhöhung auf 5 RM Weizen / 5 RM Roggen,Grain Tariff Law – Increase to 5 RM wheat / 5 RM rye,Grain Tariff,,Reventlow,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
44,1925-03-12,1925,24. Sitzung,3.WP,Getreidezollgesetz – Erhöhung auf 5 RM Weizen / 5 RM Roggen,Grain Tariff Law – Increase to 5 RM wheat / 5 RM rye,Grain Tariff,,Breitscheid,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
44,1925-03-12,1925,24. Sitzung,3.WP,Getreidezollgesetz – Erhöhung auf 5 RM Weizen / 5 RM Roggen,Grain Tariff Law – Increase to 5 RM wheat / 5 RM rye,Grain Tariff,,Fischbeck,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
44,1925-03-12,1925,24. Sitzung,3.WP,Getreidezollgesetz – Erhöhung auf 5 RM Weizen / 5 RM Roggen,Grain Tariff Law – Increase to 5 RM wheat / 5 RM rye,Grain Tariff,,Brühn,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
44,1925-03-12,1925,24. Sitzung,3.WP,Getreidezollgesetz – Erhöhung auf 5 RM Weizen / 5 RM Roggen,Grain Tariff Law – Increase to 5 RM wheat / 5 RM rye,Grain Tariff,,Körner,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
44,1925-03-12,1925,24. Sitzung,3.WP,Getreidezollgesetz – Erhöhung auf 5 RM Weizen / 5 RM Roggen,Grain Tariff Law – Increase to 5 RM wheat / 5 RM rye,Grain Tariff,,Steinkopf,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
44,1925-03-12,1925,24. Sitzung,3.WP,Getreidezollgesetz – Erhöhung auf 5 RM Weizen / 5 RM Roggen,Grain Tariff Law – Increase to 5 RM wheat / 5 RM rye,Grain Tariff,,Feder,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
44,1925-03-12,1925,24. Sitzung,3.WP,Getreidezollgesetz – Erhöhung auf 5 RM Weizen / 5 RM Roggen,Grain Tariff Law – Increase to 5 RM wheat / 5 RM rye,Grain Tariff,,Fehrenbach,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
45,1925-04-03,1925,32. Sitzung,3.WP,Fleischbeschaugesetz – Novelle – Einfuhr von Gefrierfleisch,Meat Inspection Law – Amendment – Frozen meat imports,Meat Import,,Behrens,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
45,1925-04-03,1925,32. Sitzung,3.WP,Fleischbeschaugesetz – Novelle – Einfuhr von Gefrierfleisch,Meat Inspection Law – Amendment – Frozen meat imports,Meat Import,,Kardorff,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
45,1925-04-03,1925,32. Sitzung,3.WP,Fleischbeschaugesetz – Novelle – Einfuhr von Gefrierfleisch,Meat Inspection Law – Amendment – Frozen meat imports,Meat Import,,"V, Schneller",,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
45,1925-04-03,1925,32. Sitzung,3.WP,Fleischbeschaugesetz – Novelle – Einfuhr von Gefrierfleisch,Meat Inspection Law – Amendment – Frozen meat imports,Meat Import,,Haas,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
45,1925-04-03,1925,32. Sitzung,3.WP,Fleischbeschaugesetz – Novelle – Einfuhr von Gefrierfleisch,Meat Inspection Law – Amendment – Frozen meat imports,Meat Import,,Hampe,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
45,1925-04-03,1925,32. Sitzung,3.WP,Fleischbeschaugesetz – Novelle – Einfuhr von Gefrierfleisch,Meat Inspection Law – Amendment – Frozen meat imports,Meat Import,,Reventlow,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
45,1925-04-03,1925,32. Sitzung,3.WP,Fleischbeschaugesetz – Novelle – Einfuhr von Gefrierfleisch,Meat Inspection Law – Amendment – Frozen meat imports,Meat Import,,Breitscheid,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
45,1925-04-03,1925,32. Sitzung,3.WP,Fleischbeschaugesetz – Novelle – Einfuhr von Gefrierfleisch,Meat Inspection Law – Amendment – Frozen meat imports,Meat Import,,Fischbeck,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
45,1925-04-03,1925,32. Sitzung,3.WP,Fleischbeschaugesetz – Novelle – Einfuhr von Gefrierfleisch,Meat Inspection Law – Amendment – Frozen meat imports,Meat Import,,Brühn,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
45,1925-04-03,1925,32. Sitzung,3.WP,Fleischbeschaugesetz – Novelle – Einfuhr von Gefrierfleisch,Meat Inspection Law – Amendment – Frozen meat imports,Meat Import,,Körner,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
45,1925-04-03,1925,32. Sitzung,3.WP,Fleischbeschaugesetz – Novelle – Einfuhr von Gefrierfleisch,Meat Inspection Law – Amendment – Frozen meat imports,Meat Import,,Steinkopf,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
45,1925-04-03,1925,32. Sitzung,3.WP,Fleischbeschaugesetz – Novelle – Einfuhr von Gefrierfleisch,Meat Inspection Law – Amendment – Frozen meat imports,Meat Import,,Feder,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
45,1925-04-03,1925,32. Sitzung,3.WP,Fleischbeschaugesetz – Novelle – Einfuhr von Gefrierfleisch,Meat Inspection Law – Amendment – Frozen meat imports,Meat Import,,Fehrenbach,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
46,1925-05-08,1925,41. Sitzung,3.WP,Siedlungsgesetz – Novelle (dritte Novelle),Settlement Law – Amendment (third amendment),Land Reform / Settlement,,Behrens,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
46,1925-05-08,1925,41. Sitzung,3.WP,Siedlungsgesetz – Novelle (dritte Novelle),Settlement Law – Amendment (third amendment),Land Reform / Settlement,,Kardorff,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
46,1925-05-08,1925,41. Sitzung,3.WP,Siedlungsgesetz – Novelle (dritte Novelle),Settlement Law – Amendment (third amendment),Land Reform / Settlement,,"V, Schneller",,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
46,1925-05-08,1925,41. Sitzung,3.WP,Siedlungsgesetz – Novelle (dritte Novelle),Settlement Law – Amendment (third amendment),Land Reform / Settlement,,Haas,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
46,1925-05-08,1925,41. Sitzung,3.WP,Siedlungsgesetz – Novelle (dritte Novelle),Settlement Law – Amendment (third amendment),Land Reform / Settlement,,Hampe,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
46,1925-05-08,1925,41. Sitzung,3.WP,Siedlungsgesetz – Novelle (dritte Novelle),Settlement Law – Amendment (third amendment),Land Reform / Settlement,,Reventlow,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
46,1925-05-08,1925,41. Sitzung,3.WP,Siedlungsgesetz – Novelle (dritte Novelle),Settlement Law – Amendment (third amendment),Land Reform / Settlement,,Breitscheid,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
46,1925-05-08,1925,41. Sitzung,3.WP,Siedlungsgesetz – Novelle (dritte Novelle),Settlement Law – Amendment (third amendment),Land Reform / Settlement,,Fischbeck,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
46,1925-05-08,1925,41. Sitzung,3.WP,Siedlungsgesetz – Novelle (dritte Novelle),Settlement Law – Amendment (third amendment),Land Reform / Settlement,,Brühn,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
46,1925-05-08,1925,41. Sitzung,3.WP,Siedlungsgesetz – Novelle (dritte Novelle),Settlement Law – Amendment (third amendment),Land Reform / Settlement,,Körner,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
46,1925-05-08,1925,41. Sitzung,3.WP,Siedlungsgesetz – Novelle (dritte Novelle),Settlement Law – Amendment (third amendment),Land Reform / Settlement,,Steinkopf,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
46,1925-05-08,1925,41. Sitzung,3.WP,Siedlungsgesetz – Novelle (dritte Novelle),Settlement Law – Amendment (third amendment),Land Reform / Settlement,,Feder,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
46,1925-05-08,1925,41. Sitzung,3.WP,Siedlungsgesetz – Novelle (dritte Novelle),Settlement Law – Amendment (third amendment),Land Reform / Settlement,,Fehrenbach,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
47,1925-06-12,1925,52. Sitzung,3.WP,Haushalt Reichsministerium für Ernährung und Landwirtschaft 1925,Budget Ministry of Food and Agriculture 1925,Agricultural Budget,,Behrens,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
47,1925-06-12,1925,52. Sitzung,3.WP,Haushalt Reichsministerium für Ernährung und Landwirtschaft 1925,Budget Ministry of Food and Agriculture 1925,Agricultural Budget,,Kardorff,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
47,1925-06-12,1925,52. Sitzung,3.WP,Haushalt Reichsministerium für Ernährung und Landwirtschaft 1925,Budget Ministry of Food and Agriculture 1925,Agricultural Budget,,"V, Schneller",,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
47,1925-06-12,1925,52. Sitzung,3.WP,Haushalt Reichsministerium für Ernährung und Landwirtschaft 1925,Budget Ministry of Food and Agriculture 1925,Agricultural Budget,,Haas,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
47,1925-06-12,1925,52. Sitzung,3.WP,Haushalt Reichsministerium für Ernährung und Landwirtschaft 1925,Budget Ministry of Food and Agriculture 1925,Agricultural Budget,,Hampe,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
47,1925-06-12,1925,52. Sitzung,3.WP,Haushalt Reichsministerium für Ernährung und Landwirtschaft 1925,Budget Ministry of Food and Agriculture 1925,Agricultural Budget,,Reventlow,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
47,1925-06-12,1925,52. Sitzung,3.WP,Haushalt Reichsministerium für Ernährung und Landwirtschaft 1925,Budget Ministry of Food and Agriculture 1925,Agricultural Budget,,Breitscheid,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
47,1925-06-12,1925,52. Sitzung,3.WP,Haushalt Reichsministerium für Ernährung und Landwirtschaft 1925,Budget Ministry of Food and Agriculture 1925,Agricultural Budget,,Fischbeck,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
47,1925-06-12,1925,52. Sitzung,3.WP,Haushalt Reichsministerium für Ernährung und Landwirtschaft 1925,Budget Ministry of Food and Agriculture 1925,Agricultural Budget,,Brühn,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
47,1925-06-12,1925,52. Sitzung,3.WP,Haushalt Reichsministerium für Ernährung und Landwirtschaft 1925,Budget Ministry of Food and Agriculture 1925,Agricultural Budget,,Körner,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
47,1925-06-12,1925,52. Sitzung,3.WP,Haushalt Reichsministerium für Ernährung und Landwirtschaft 1925,Budget Ministry of Food and Agriculture 1925,Agricultural Budget,,Steinkopf,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
47,1925-06-12,1925,52. Sitzung,3.WP,Haushalt Reichsministerium für Ernährung und Landwirtschaft 1925,Budget Ministry of Food and Agriculture 1925,Agricultural Budget,,Feder,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
47,1925-06-12,1925,52. Sitzung,3.WP,Haushalt Reichsministerium für Ernährung und Landwirtschaft 1925,Budget Ministry of Food and Agriculture 1925,Agricultural Budget,,Fehrenbach,,Ja,1,bsb00000068,https://www.digitale-sammlungen.de/de/view/bsb00000068,BSB OCR extraction
